Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[0]	DS_Pr[1]	DS_Pr[2]	DS_Pr[3]	MV_Pr[0]	MV_Pr[1]	MV_Pr[2]	MV_Pr[3]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
353	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	10.13%
354	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.4444	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	1.0000	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-34.80%
355	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.2222	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
356	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
357	2	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
358	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
359	3	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
36	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-1.62%	10.13%
360	0	2	3	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
361	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.1111	0.5556	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
362	3	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.0000	0.4444	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	100.00%	-34.80%	-34.80%	-0.73%	25.11%
363	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	10.13%
364	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.5556	0.0000	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
365	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
366	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
367	0	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	10.13%
368	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.2222	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
369	0	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	10.13%
37	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
370	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4286	0.1429	0.2857	0.1429	0.7499	0.6939	0.7418	0.5714	0.7418	0.5714	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7143	0.00%	22.97%	-1.08%	6.47%	0.00%	22.97%	100.00%	-34.80%	100.00%	-34.80%	0.00%	3.71%
371	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.0000	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
372	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.5556	0.2222	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
373	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.5556	0.2222	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
374	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.0000	0.4444	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
375	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.4444	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
376	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.6667	0.1111	0.7499	0.5185	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	55.07%	-1.08%	30.10%	0.00%	55.07%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
377	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.1111	0.5556	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
378	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.5556	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
379	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	10.13%
38	1	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	10.13%
380	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.5556	0.2222	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
381	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.3333	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
382	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
383	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.0000	0.6667	0.1111	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	1.0000	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-34.80%
384	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
385	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
386	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
387	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.4444	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
388	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.5556	0.1111	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
389	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
39	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
390	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.4444	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	10.13%
391	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.4444	0.1111	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
392	1	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
393	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.4444	0.3333	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
394	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
395	0	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
396	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.4444	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
397	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
398	1	2	3	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	10.13%
399	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.4444	0.1111	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
4	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.6667	0.2222	0.0000	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	55.07%
40	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.2222	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	40.09%
400	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
401	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
402	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.1111	0.5556	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.8889	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-19.82%
403	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
404	0	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.4444	0.0000	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	100.00%	-1.61%	25.11%
405	0	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
406	3	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.8889	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-19.82%
407	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.3333	0.0000	0.7499	0.6667	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	0.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	10.13%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
408	1	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
409	2	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	100.00%	100.00%	-34.80%	0.00%	10.13%
41	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.0000	0.5556	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
410	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.4444	0.0000	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	25.11%
411	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-1.61%	10.13%
412	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.0000	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
413	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.2222	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	10.13%
414	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.3333	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
415	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.7778	0.1111	0.0000	0.7499	0.3704	0.7418	0.2222	0.7418	0.2222	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.2222	0.00%	70.04%	-1.08%	50.07%	0.00%	70.04%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	70.04%
416	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
